uuid,old_name,new_name,type
494e45ff-c752-37c6-9bba-3a72399b35ec,"Single-ply, white, polyester reinforced PVC roofing membrane, 48 mils - 1.219 mm","Single-ply white polyester reinforced PVC roofing membrane; 48 mils, 1.219 mm",flow
9503c3e4-b5a3-3ac8-9f09-12749c098321,"Propane, combusted in equipment",Propane; combusted in equipment,flow
ded62531-fa5b-3666-b34e-e2c76e81d172,"Fodder loading, by self-loading trailer",Fodder loading; by self-loading trailer,flow
ab52737a-38b9-3c14-bb01-893bc8308225,"Ductile Iron Pipe, 16""","Ductile iron pipe; 16""",flow
0e381047-c889-3cfe-99ce-3a60ff56dc64,"Rinse conditioner, at plant",Rinse conditioner; at plant,flow
ad141e8f-c6d9-4404-b276-6857aadcd79f,"Cyclohexane, production",Cyclohexane; production,flow
d5241b60-0466-35be-9d7d-9305a2f00479,"Electricity, hydropower, at run-of-river power plant",Electricity; hydropower; at run-of-river power plant,flow
fefb6ecd-88b9-3c8b-93f5-cf9ff3169463,"Diethanolamine, at plant",Diethanolamine; at plant,flow
d3aa62e6-8808-3aa0-9f20-1acdeb581e81,"Plastic band, for packaging",Plastic band; for packaging,flow
b235b36a-7ade-3301-acd9-e9a91a8138e8,"Transport, intercity bus, diesel powered",Transport; intercity bus; diesel powered,flow
966dc062-41a5-3049-a83e-a91f94f368b1,"Grass seed IP, at regional storehouse",Grass seed IP; at regional storehouse,flow
f8b92e78-da4e-4d28-a1e0-edfc6fa3660a,"Disposal, liquid wastes, unspecified to waste water treatment","Disposal, wood waste; to residual material landfill",flow
6f873075-c979-4869-8f3f-ec76197d0c29,"Disposal, wastewater treatment plant residuals, to uns. land application","Disposal, wastewater treatment plant residuals; to unspecified land application",flow
3026812e-20e7-3a91-98bb-57ba43ad547b,"Calcium carbonate, ground, fine treated, 3 micron, at plant","Calcium carbonate; ground, fine treated, 3 micron; at plant",flow
25f336c6-26fd-3635-978d-ae53e771c989,"Byproduct of aluminum casting, precision sand, liquid residuals","Byproduct of aluminum casting; precision sand, liquid residuals",flow
218f8159-44ed-3f71-8d24-de81476cc8a6,"Aluminum, sheet, coated, at plant",Aluminum sheet; coated; at plant,flow
655518bb-50b3-3919-838d-cb2b71721bb4,"Steel scrap, at plant",Steel scrap; at plant,flow
f867896e-830f-31f9-975d-465b212262ef,"Sulfuric acid, at plant",Sulfuric acid; at plant,flow
a5712347-2037-3946-9658-438359afc169,"Concrete Pipe, 84""","Concrete pipe; 84""",flow
5d21750f-f5c1-370a-bf4c-42ed741096e3,"Treatment salts, unspecified, at plant",Treatment salts; unspecified; at plant,flow
528ce9a9-5733-4723-9dac-aebbf2efd989,"Electricity, waste, unspecified, at power plant",Electricity; waste; at power plant,flow
f9130933-0414-3a68-8fb0-40f4bac7e13f,"Anode, at plant",Anode; at plant,flow
57c60bb5-769f-34c7-9c73-9489c495c842,"Recovered paper, mixed",Recovered paper; mixed,flow
65eb49b0-091e-3252-ad95-210a94f0d618,"Flux, at plant",Flux; at plant,flow
e88c6797-86c9-4f6b-9e04-36eff05b41e3,"Disposal, sludge, containing zinc compounds, to sanitary landfill","Disposal, sludge containing zinc compounds; to sanitary landfill",flow
abf2ce9c-d2bf-487c-9388-f45a6ea05ca2,"Disposal, hazardous waste, to incineration","Disposal, hazardous waste; to incineration",flow
70d89027-628d-3404-8458-b209e40dd0e0,"Transport, combination truck, electricity powered",Transport; combination truck; electricity powered,flow
4b455c7c-4815-3015-bf95-1e4db4959a2e,"Sodium hypochlorite, 15% in H2O, at plant",Sodium hypochlorite; 15% in H2O; at plant,flow
73397897-35ba-3539-b474-d4a12f1628d0,"Butadiene, at plant",Butadiene; at plant,flow
30a64e63-3583-3f83-8d8d-0b6ea003b888,"Bitumen, at refinery",Bitumen; at refinery,flow
f678ea5c-7cc6-4602-bdfc-1495f095d393,"Disposal, sludge, containing glycol ethers, to sanitary landfill","Disposal, sludge containing glycol ethers; to sanitary landfill",flow
7c6d6fdb-1fba-373c-9a8f-ab8a145d6ddd,"Plasticshot, polymethylmethacrylate, at plant",Plasticshot; polymethylmethacrylate; at plant,flow
83395bd6-0bea-3e6d-8f5b-a612fad9470d,"Cleaning blast, at plant",Cleaning blast; at plant,flow
15e6abd0-67ce-34f9-85b0-174a6be843a7,"Additive, low-profile, at plant",Additive; low-profile; at plant,flow
cb4f150c-4cf5-416a-816c-91da62cb2992,"Disposal, biohazard waste, to sanitary landfill","Disposal, biohazard waste; to sanitary landfill",flow
bcf7bb60-adfd-3b2c-94bb-c881e037c50e,"Scanner, department, i5200, i5600","Scanner, department; i5200, i5600",flow
e47e7aa2-c798-3c84-bcd3-ce683f06dabe,"Mixed recyclables, at collection, commercial",Mixed recyclables; at collection; commercial,flow
74291898-f3b6-4823-92d5-e966bc4d4f9c,"Landfill gas, at cracker, m3",Landfill gas; at cracker,flow
aa5f3a69-0f6b-376d-b18c-4ac895914950,"Concrete Pipe, 12""","Concrete pipe; 12""",flow
caa12b91-8e57-3eee-82c5-3de57394c4e9,"Silicon, multi-Si, casted, at plant",Silicon; multi-Si; casted; at plant,flow
c230ac64-0c56-4a4d-bbc2-041f21273ece,"Post-consumer high density polyethylene, HDPE, recovered and sorted; at material recovery facility (MRF)","Post-consumer high density polyethylene, HDPE, recovered and sorted; at material recovery facility, MRF",flow
2d9711df-a500-3bfe-9123-d26c32961e32,"Printed wiring board, power supply unit desktop PC, Pb free, at plant","Printed wiring board; power supply unit desktop PC, Pb free; at plant",flow
889db3d1-a55e-3c24-984e-ee23c829f41a,"Activated carbon, at plant",Activated carbon; at plant,flow
76b18b27-d602-4ae2-a959-d12738c429c2,"Concrete, at plant",Concrete; at plant,flow
f0da3eb4-4c3f-4d1c-9eba-4c3b8734c9d8,"Methyl methacrylate, MMA","Methyl methacrylate, MMA; at plant",flow
c5f94bb1-b39e-39fa-b616-376a30531c2d,"Kerosene, at refinery",Kerosene; at refinery,flow
170fe793-de8a-3966-b52e-98727242d2a3,"Natural gas, 16% shale blend, at consumer ",Natural gas; 16% shale blend; at consumer,flow
b86265c2-5978-3ba1-92ec-e7e0d862bc25,"Coating powder, at plant",Coating powder; at plant,flow
9f52f8d9-5c7c-3d35-a912-376b70769a26,"Transport, single unit truck, long-haul, gasoline powered","Transport; single unit truck, long-haul; gasoline powered",flow
53cf5851-1608-3f85-8846-d15fceeb2de6,"Polystyrene, high impact, HIPS, resin, at plant","High impact polystyrene, HIPS; virgin resin; at plant",flow
0def374e-dc34-4f2a-81d6-1a8f4eb7faa6,"Polyethylene, high density, HDPE, virgin resin, at plant","High density polyethylene, HDPE; virgin resin; at plant",flow
c34c4451-297f-3b5c-a15f-2c16cdb52ad9,"Quicklime, at plant",Quicklime; at plant,flow
8f715a36-b36b-3b20-81ea-7a7e1cdc47fe,"Aluminium, extrusion, at plant",Aluminium; extrusion; at plant,flow
5fabff2e-1d64-35e7-9528-7ff23586c5e9,"Aluminum, primary, smelt, at plant",Aluminum primary smelt; at plant,flow
ce26f070-52ff-3fab-bcfe-9f5ce8a6de84,"Corn Starch, at plant",Corn starch; at plant,flow
9d18d598-a81b-322a-a775-c2259ccf75f1,"Sodium tripolyphosphate, at plant",Sodium tripolyphosphate; at plant,flow
da1e1f5e-4c05-3d35-a1b1-10d095fb7a07,"Slurry spreading, by vacuum tanker",Slurry spreading; by vacuum tanker,flow
26748ece-ea96-3ba5-8c2e-e0e6fe832974,Pulpwood; hardwood; average; Med Intensity Management,"Pulpwood, hardwood; average, medium intensity management",flow
2f16c7d7-4b37-4cdc-ae87-74ecd7b0ea67,"Post-consumer fiber non-old corrugated cardboard, non-OCC, recovered and sorted; at material recovery facility (MRF)","Post-consumer fiber non-old corrugated cardboard, non-OCC, recovered and sorted; at material recovery facility, MRF",flow
4c87a23f-352e-3ce1-90be-076581400419,"Roundwood, hardwood, green, at hardboard plant","Roundwood; hardwood, green; at hardboard plant",flow
46458569-4d5e-33d7-83b9-0b04626f9f67,"[sulfonyl]urea-compounds, at regional storehouse",[sulfonyl] urea-compounds; at regional storehouse,flow
cfbc5b82-c59c-330b-a12a-134699842889,"Melamine urea formaldehyde, MF, resin, neat, 60% solids","Melamine urea formaldehyde, MF;  virgin resin, neat; at plant; 60% solids",flow
3c4ba646-7788-3607-ac03-e9945d602844,"Benzimidazole-compounds, at regional storehouse",Benzimidazole-compounds; at regional storehouse,flow
9b20d581-cc62-3313-9412-0855be3ee7c2,"Transport, combination truck, gasoline powered",Transport; combination truck; gasoline powered,flow
db548272-c05b-39c4-926e-ba9e10a29195,"Benzene, at plant",Benzene; at plant,flow
624c3cc0-99b9-4c41-9f8b-29ef3f9e15bc,"Disposal, carbon black, to sanitary landfill","Disposal, carbon black; to sanitary landfill",flow
c87f2d03-e6fb-43ed-9347-766eb2147782,"Coil, coating, m2, at plant",Coil coating; at plant,flow
45f1fd00-2093-3e05-9b41-e942b9e8cec9,"Nitrogen fertilizer, production mix, at plant",Nitrogen fertilizer; production mix; at plant,flow
813325ee-9eb4-3825-9280-bee7b1a2e9a8,"Liquefied petroleum gas, at refinery",Liquefied petroleum gas; at refinery,flow
153cadce-ae16-3fa0-9741-0eb91f1c77eb,"Disposal, industrial waste",Disposal; industrial waste,flow
ac9f972d-6835-35c6-bbc1-b5008f066e68,"Recycled petroleum based wastes, unspecified",Recycled petroleum based wastes; unspecified,flow
150f8079-a7c0-308f-bda7-33a7e40cd289,"Packaging, unspecified, at plant",Packaging; unspecified; at plant,flow
090df302-0f79-3b9d-ba80-f65ff27fd97a,"Ferromanganese, at furnace",Ferromanganese; at furnace,flow
3ec4836a-a918-4e31-865b-78a67f1be3f9,"Disposal, polyethylene terephthalate, PET, waste","Disposal, polyethylene terephthalate, PET; waste",flow
adc79a99-03bc-3f30-8e32-3fded81f5b76,"Recycled wood waste, unspecified",Recycled wood waste; unspecified,flow
8f395d18-ce0c-39a8-b548-b184a6b9ee68,"Zeolite, powder, at plant",Zeolite; powder; at plant,flow
c253c5c4-836c-356c-a161-3b55c8a09369,"Automotive painting, pretreatment",Automotive painting; pretreatment,flow
7edeee9d-751c-4dcb-86b4-53366d61393d,"Ductile Iron Pipe, 60""","Ductile iron pipe; 60""",flow
642763c5-00d7-371c-b57d-542e90bec5d8,"UV-cured sealer, 100% solids",UV-cured sealer; 100% solids,flow
43b9b0c8-a972-4069-83b8-d0b2e8e6f6df,"Construction work, heat and power co-generation, 160kW electrical","Construction work; heat and power co-generation, 160kW electrical",flow
1c84835d-be72-40b8-bdd9-c50cc5f7ee87,"Disposal, non-hazardous waste, to incineration","Disposal, non-hazardous waste; to landfill",flow
91feb044-e771-35a3-a81f-ac076c5f9b83,"Phosphorous fertilizer, production mix, at plant",Phosphorous fertilizer; production mix; at plant,flow
e8114e27-89d7-3568-a3e3-f9c3f3521c08,"Water treatment, at plant",Water treatment; at plant,flow
73359adb-92af-3f71-abd4-6a1d69f1a533,"Polyphenylene sulfide, at plant",Polyphenylene sulfide; at plant,flow
af1cb8e1-9ab5-302e-a5ec-ee74e4bfa796,"Carbon dioxide, liquid, at plant",Carbon dioxide; liquid; at plant,flow
f50aad63-87e1-4ac8-b30c-e30e6cf527c8,"Disposal, coal ash, to uns. land application","Disposal, other solid waste from plant; to uns. beneficial use",flow
e8fbfbfb-24e9-49a6-a047-41f1646bf7f7,"Steel; hot rolled coil, at plant",Steel; hot rolled coil; at plant,flow
ba93cfc7-fbe8-3a7e-8c11-19eaef561ba2,"Recovered paper, pulp substitutes",Recovered paper; pulp substitutes,flow
c9cbde44-0ff6-487b-9acb-ac43063033fe,"Chromium oxide, flakes, at plant",Chromium oxide; flakes; at plant,flow
60bfc41c-afc9-447a-b033-d93907c29249,"Disposal, ash and flue gas desulfurization sludge, to unspecified reuse","Disposal, ash and flue gas desulfurization sludge; to unspecified reuse",flow
ae95eb58-426f-3ef1-8a21-aa41766997e6,"Cold impact extrusion, aluminium, 1 stroke","Cold impact extrusion; aluminium, 1 stroke",flow
69ef8304-9821-462c-a765-652d22fdcbb9,"Disposal, grinding residue, to sanitary landfill","Disposal, grinding residue; to sanitary landfill",flow
3a201620-b6a0-3c82-bd97-e32d01683a45,"Metallurgical coke, combusted in industrial boiler",Metallurgical coke; combusted in industrial boiler,flow
fb35ea76-3255-3543-b943-8e358d2489d5,"Steel, billets, at plant",Steel; billets; at plant,flow
e4e6a1a5-64fa-31f4-9cb7-e6e7fb2b8444,"Phenol, at plant",Phenol; at plant,flow
005db14f-6fc8-32d3-95a6-c7b8b8d30fb1,"Ethanol, denatured, switchgrass, biochemical","Ethanol; denatured, switchgrass, biochemical",flow
13f37d5b-be6f-3843-9c10-f6518bab1a3b,"Agricultural machinery, general, production",Agricultural machinery; general,flow
41c0a913-a76b-4777-9e9a-7dd5845d833c,"Disposal, sludge, to sanitary landfill","Disposal, sludge; to sanitary landfill",flow
b9f994f8-a3f6-4ccf-bbe8-6d7f59adb4aa,"Polyacrylonitrile, PAN","Polyacrylonitrile, PAN; at plant",flow
afa880a0-c577-3a98-a745-0073b51f5969,"Refractory material, unspecified, at plant",Refractory material; unspecified; at plant,flow
31fe03e1-7475-3898-b444-3ac1212c78ad,"Aluminum, secondary, ingot, from beverage cans, at plant",Aluminum secondary ingot; from beverage cans; at plant,flow
22f3302c-fc6f-3f5b-9880-580498a20cfa,"Grinding media, at plant",Grinding media; at plant,flow
23942f4b-21e8-374d-83be-1c799aea1cd4,"Zinc, Special High Grade ",Zinc; special high grade,flow
dd148031-4f7d-3a55-a0da-f5b96675ae71,"Alumimum scrap, at lost foam casting",Alumimum scrap; at lost foam casting,flow
619fc5ca-8c82-48cb-bd3c-49f706db5ab0,"Disposal, slags & ash waste, unspecified reuse ","Disposal, slags and ash waste; unspecified reuse",flow
08f2b558-7aa9-4bfd-aa38-67f8b619095f,"Disposal, ash, to unspecified landfill","Disposal, mineral waste; underground deposit",flow
3fe4e0ca-d51b-3673-8fbc-49fdb489a1b8,"Spring wheat straw, production, average, US, 2022",Spring wheat straw; average production,flow
3bc4806d-fa74-3fa8-b1a9-a9039497f0c4,"Transport, transit bus, gasoline powered",Transport; transit bus; gasoline powered,flow
f2f26fa8-09fc-341a-af62-a7100fa0b8ae,"Biocide, at plant",Biocide; at plant,flow
22db42ef-4b6d-366f-a035-9c51e7ff3307,"Application of plant protection products, by field sprayer",Application of plant protection products; by field sprayer,flow
0fb2cacc-dfaf-4709-b306-23857f70f54b,"Post-consumer aluminum, recovered and sorted; at material recovery facility (MRF)","Post-consumer aluminum, recovered and sorted; at material recovery facility, MRF",flow
18a951f4-e201-425c-bea7-3a9dd773638d,"Disposal, solid waste, unspecified, to unspecified incinerator","Disposal, solid waste; to unspecified incinerator",flow
eb1b13aa-cfac-4c12-a77a-27394c85e171,"Carbon fiber, reinforced polymer, at plant",Carbon fiber; reinforced polymer; at plant,flow
4542303c-bf10-30b8-afad-67137e5b22b2,"Softwood with bark, avg.intst. harvest, at mill, US SE, in self-gen. hogged fuel","Softwood with bark; average harvest, in self-gen. hogged fuel; at mill; US SE",flow
5b0e9b4a-e8e0-39d2-adc5-354c51ffc3b8,Bark; softwood; state-private moist cold forest; gentle slope; at frst rd,"Bark, softwood; state-private moist cold forest, gentle slope; at forest road",flow
e10f94df-a7fd-3c51-9069-bc934405a957,"Maleic anhydride, at plant",Maleic anhydride; at plant,flow
56d6911a-1486-3c8e-b772-16eb1ecc8612,"Aluminum hydroxide, at plant",Aluminum hydroxide; at plant,flow
201779e6-7154-34a9-91a2-e9cde5a5af76,Bark; hardwood; average; Med Intensity Management,"Bark; hardwood, average; med intensity management",flow
73ac7c94-285c-404a-98d4-4162d5f0bf32,"Disposal, wood waste, to unspecified treatment","Disposal, wood waste; to unspecified treatment",flow
0d809ffd-dffa-4b94-b307-e3ba85ac3e31,"Disposal, low radioactive waste",Disposal; low radioactive waste,flow
658f8e12-f566-3e01-930c-e95cf9fa2c2b,"Forest residue, preprocessed, at conversion facility",Forest residue; preprocessed; at conversion facility,flow
55725953-49d5-3d31-97ab-40077034f62d,"Galvanized steel coil, coated, at plant",Galvanized steel coil; coated; at plant,flow
77abdac3-53ca-4ee2-be95-3b3686c3e556,"Xylenes, mixed, at plant, kg",Xylenes; mixed; at plant,flow
49cfd0a9-5e1e-3076-a30c-9bf39e95555e,"Haying, by rotary tedder",Haying; by rotary tedder,flow
ca6db999-3eaa-3aa7-a522-853af42c5be3,Fuel wood; softwood; green; at sawmill,"Fuel wood; softwood, green; at sawmill",flow
23aa5480-42a7-4c0c-ae0f-5d95e93e9637,"Disposal, lead containing waste, to sanitary landfill","Disposal, lead containing waste; to sanitary landfill",flow
f251ed5c-79b1-4485-889e-ca45e2918b48,"Disposal, sludge, containing 1-methoxy-2-propanol, to sanitary landfill","Disposal, sludge, containing 1-methoxy-2-propanol; to sanitary landfill",flow
96f75f3f-66af-3b40-8cd4-7a7fe91a4e17,"Biocides, for paper production, unspecified, at plant",Biocides; for paper production; at plant,flow
5e59bc89-87dd-3469-bef9-fffabbcad405,"Organophosphorus-compounds, at regional storehouse",Organophosphorus-compounds; at regional storehouse,flow
0dfdf139-c97b-3d0f-a4e7-191ff930367a,"Zinc stearate, at plant",Zinc stearate; at plant,flow
432025d7-a621-3e3e-8f5f-48eb0a2a0e1a,"Vacuum infusion, rigid composites part, at plant",Vacuum infusion; rigid composites part; at plant,flow
e44db792-600e-4b75-af39-c3c094899e9e,"Purified terephthalic acid, PTA, at plant, kg","Purified terephthalic acid, PTA; at plant",flow
3a7d26fe-7290-33b8-8c1e-1b424e86d5ea,"Transport, passenger truck, diesel powered",Transport; passenger truck; diesel powered,flow
22f37cf3-582b-3f30-8558-5a926eac5af2,"Ductile Iron Pipe, 36""","Ductile iron pipe; 36""",flow
64e4081e-3bbf-3576-ad3e-d760aa93c187,"Fuel grade uranium, at regional storage",Fuel grade uranium; at regional storage,flow
f6d02520-2139-30b7-9445-5ffe68b4fb5c,"Colorant, at plant",Colorant; at plant,flow
2f9d79bf-e4c6-400a-a076-8c00f468fa3b,"Polyethylene, low-density, LDPE, virgin resin, at plant","Low-density polyethylene, LDPE; virgin resin; at plant",flow
3f2fed05-f530-32e9-b0f9-0dcb5280aa9d,"Steel, stainless 304, flat rolled coil",Steel; stainless 304; flat rolled coil,flow
4cba2656-7694-3b28-9ced-2b49acaa0f7a,"Ethylene oxide, at plant",Ethylene oxide; at plant,flow
f670bb2d-c28a-3a08-9b9c-cc50bca5d126,"Energy, output",Energy; output,flow
6282c1be-b79e-3e7f-9d70-b7ee3c1e67b7,"Flat glass, uncoated, at plant",Flat glass; uncoated; at plant,flow
f7da6efe-3cc2-4e7e-ad77-0d2160f2bf4b,"Disposal, polypropylene scrap, to unspecified treatment","Disposal, chemical waste; unspecified; to residual material landfill",flow
3f0d5464-958b-317f-b582-1fe2fb336814,"PVOH, at plant",PVOH; at plant,flow
3c2baf23-665a-3c7a-b1df-19b89be18ec1,"Phenol formaldehyde resin, neat, 47% solids",Phenol formaldehyde resin; neat; 47% solids,flow
3fa50bec-03d8-465f-aba1-4c0c2999919a,"Disposal, wastewater treatment plant residuals, to uns. Incinerator","Disposal, wastewater treatment plant residuals; to unspecified incinerator",flow
f3c4ad93-5f6b-4ddf-8905-4eff745e871e,"Disposal, other waste, to unspecified disposal","Disposal, other waste; to unspecified disposal",flow
08d86eb7-9bc9-37a5-8700-69cf45f673a8,"Phenol resorcinol formaldehyde resin, neat, 60% solids",Phenol resorcinol formaldehyde resin; neat; at plant; 60% solids,flow
20567d69-c8ee-325c-a98c-43c35b8eb9f4,"Transport, single unit truck, short-haul, diesel powered","Transport; single unit truck, short-haul; diesel powered",flow
4142f793-3e20-4d8b-b5c4-4250cd2b3123,Mixed paper; combusted,"Mixed paper, combusted",flow
30c2fe51-642a-4596-b3b4-0a2eadb8dfad,"Chromium, at regional storage",Chromium; at regional storage,flow
6430f8c1-2c42-408e-9265-b066613cc17a,"Disposal, contaminated carbon, to sanitary landfill","Disposal, contaminated carbon; to sanitary landfill",flow
46b4563c-a86b-391a-9529-597ddfc479da,"Transport, passenger truck, gasoline powered",Transport; passenger truck; gasoline powered,flow
d2990408-0303-4d88-ba9d-2baea6de2793,"Benzyl alcohol, at plant",Benzyl alcohol; at plant,flow
419e9d46-92be-37cf-a9a2-765076ebf9ad,"Transport, combination truck, short-haul, compressed natural gas powered","Transport; combination truck, short-haul; compressed natural gas powered",flow
9af1df3c-c4b0-3397-8aca-f22701557d09,"Metal panels, wall, at plant",Metal panels; wall; at plant,flow
01163e75-95cb-3475-9c0d-7d76584078c3,"Corn stover, at conversion plant",Corn stover; at conversion plant,flow
678b1739-d665-301b-86a0-bc82463244ec,"Zinc scrap, life cycle production residue, recovered",Zinc scrap; life cycle production residue; recovered,flow
19da3075-55aa-4875-8e3e-0fa38df9aa8d,"Waste, oil, combusted in industrial boiler","Waste, oil; combusted in industrial boiler",flow
12d1dd97-8e7d-4b06-ba4b-86a73fd0a531,"Carboxymethyl cellulose powder, at plant",Carboxymethyl cellulose powder; at plant,flow
0178afd7-c74a-3a8f-8f15-d57904d3c377,"Steel, stainless 304, scrap",Steel; stainless 304; scrap,flow
99620b27-83a1-301d-8290-1d94cd81af3f,"Steel, stainless 304, quarto plate",Steel; stainless 304; quarto plate,flow
3755f873-9765-3dd8-a9a2-7f6ae9cf1d88,"Scanner, department, i3200, i3400","Scanner, department; i3200, i3400",flow
54b4d574-306c-4a46-a2b7-8b025ade690c,"Disposal, heavy alkalide naphtha, to sanitary landfill","Disposal, heavy alkalide naphtha; to sanitary landfill",flow
e929f473-7780-3eca-94e4-a2d0f7d4b8b0,"Aluminum, cold rolling, at plant",Aluminum; cold rolling; at plant,flow
48ca8de5-b734-3521-a8c2-849a428059d8,"Scanner, desktop, i2900","Scanner, desktop; i2900",flow
